Species
Methanofollis liminatans
Methanohalobium evestigatum
Methanohalophilus mahii
Methanolobus tindarius
Methanomethylovorans hollandica
Methanoplanus limicola
Methanopyrus kandleri
Methanoregula boonei
Methanoregula formicica
Methanosaeta concilii
Methanosaeta harundinacea
Methanosaeta thermophila
Methanosalsum zhilinae
Methanosarcina acetivorans
Methanosarcina barkeri
Methanosarcina horonobensis
Methanosarcina lacustris
Methanosarcina mazei
Methanosarcina siciliae
Methanosarcina thermophila
Methanosarcina vacuolata
Methanosphaera stadtmanae
Methanosphaerula palustris
Methanospirillum hungatei
Methanothermobacter marburgensis
Methanothermobacter thermautotrophicus
Methanothermococcus okinawensis
Methanothermus fervidus
Methanotorris formicicus
Methanotorris igneus
Nanoarchaeum equitans
Natrialba aegyptia
Natrialba asiatica
Natrialba magadii
Natrinema pallidum
Natrinema pellirubrum
Natronobacterium gregoryi
Natronococcus amylolyticus
Natronococcus jeotgali
Natronococcus occultus
Natronomonas moolapensis
Natronomonas pharaonis
Natronorubrum tibetense
Picrophilus torridus
Pyrobaculum aerophilum
Pyrobaculum arsenaticum
Pyrobaculum calidifontis
Pyrobaculum islandicum
Pyrobaculum oguniense
Pyrococcus abyssi
Pyrococcus furiosus
Pyrococcus horikoshii
Pyrodictium occultum
Pyrolobus fumarii
Staphylothermus hellenicus
Staphylothermus marinus
Sulfolobus acidocaldarius
Sulfolobus solfataricus
Sulfolobus tokodaii
Thermococcus barophilus
Thermococcus celericrescens
Thermococcus chitonophagus
Thermococcus gammatolerans
Thermococcus guaymasensis
Thermococcus kodakarensis
Thermococcus litoralis
Thermococcus peptonophilus
Thermococcus sibiricus
Thermococcus thioreducens
Thermofilum pendens
Thermoplasma acidophilum
Thermoplasma volcanium
Thermoproteus tenax
Thermoproteus uzoniensis
Thermosphaera aggregans
Vulcanisaeta distributa
Abiotrophia defectiva
Acetivibrio ethanolgignens
Acetobacter cerevisiae
Acetobacter aceti
Acetobacter cibinongensis
Acetobacter indonesiensis
Acetobacter ghanensis
Acetobacter malorum
Acetobacter orientalis
Acetobacter pasteurianus
Acetobacter orleanensis
Acetobacter pomorum
Acetobacter senegalensis
Acetobacter syzygii
Acetobacter tropicalis
Acetobacterium bakii
Acetobacterium woodii
Acetohalobium arabaticum
Acetonema longum
Acholeplasma laidlawii
Achromobacter piechaudii
Achromobacter spanius
Achromobacter xylosoxidans
Acidaminococcus fermentans
Acidaminococcus intestini
Acidiferrobacter thiooxydans
Acidimicrobium ferrooxidans
Acidiphilium cryptum
Acidiphilium multivorum
Acidisphaera rubrifaciens
Acidithiobacillus caldus
Acidithiobacillus ferrivorans
Acidithiobacillus ferrooxidans
Acidithiobacillus thiooxidans
Acidobacterium capsulatum
Acidocella aminolytica
Acidomonas methanolica
Acidothermus cellulolyticus
Acidovorax avenae
Acidovorax citrulli
Acidovorax delafieldii
Actinomyces oris
Acinetobacter baumannii
Acinetobacter baylyi
Acinetobacter beijerinckii
Acinetobacter bereziniae
Acinetobacter bouvetii
Acinetobacter brisouii
Acinetobacter calcoaceticus
Acinetobacter gerneri
Acinetobacter guillouiae
Acinetobacter haemolyticus
Acinetobacter johnsonii
Acinetobacter junii
Acinetobacter lwoffii
Acinetobacter parvus
Acinetobacter radioresistens
Acinetobacter rudis
Acinetobacter schindleri
Acinetobacter tandoii
Acinetobacter tjernbergiae
Acinetobacter towneri
Acinetobacter ursingii
Acinetobacter venetianus
Actinoalloteichus hymeniacidonis
Actinobacillus equuli
Actinobacillus pleuropneumoniae
Actinobacillus succinogenes
Actinobacillus suis
Actinobacillus ureae
Actinobaculum massiliense
Actinobaculum suis
Actinomyces cardiffensis
Actinomyces coleocanis
Actinomyces europaeus
Actinomyces georgiae
Actinomyces graevenitzii
Actinomyces hongkongensis
Actinomyces massiliensis
Actinomyces meyeri
Actinomyces naeslundii
Actinomyces neuii
Actinomyces odontolyticus
Actinomyces radicidentis
Actinomyces turicensis
Actinomyces urogenitalis
Actinomyces viscosus
Actinoplanes missouriensis
Actinoplanes utahensis
Actinopolyspora erythraea
Actinospica robiniae
Actinosynnema mirum
Actinotalea fermentans
Adlercreutzia equolifaciens
Advenella kashmirensis
Advenella mimigardefordensis
Aequorivita sublithincola
Aeribacillus pallidus
Aerococcus christensenii
Aerococcus sanguinicola
Aerococcus urinae
Aerococcus urinaeequi
Aerococcus urinaehominis
Aerococcus viridans
Aeromicrobium erythreum
Aeromicrobium marinum
Aeromonas allosaccharophila
Aeromonas enteropelogenes
Aeromonas hydrophila
Aeromonas media
Aeromonas piscicola
Aeromonas salmonicida
Aeromonas schubertii
Aeromonas veronii
Afipia broomeae
Afipia clevelandensis
Afipia felis
Afipia massiliensis
Aggregatibacter actinomycetemcomitans
Aggregatibacter segnis
Agreia bicolorata
Akkermansia muciniphila
Alcaligenes faecalis
Alcanivorax borkumensis
Alcanivorax dieselolei
Alcanivorax jadensis
Algibacter lectus
Alicycliphilus denitrificans
Alicyclobacillus acidocaldarius
Alicyclobacillus acidoterrestris
Alicyclobacillus ferrooxydans
Alicyclobacillus hesperidum
Aliivibrio fischeri
Aliivibrio logei
Aliivibrio salmonicida
Aliivibrio wodanis
Alishewanella aestuarii
Alishewanella agri
Alishewanella jeotgali
Alistipes finegoldii
Alistipes indistinctus
Alistipes putredinis
Alistipes shahii
Alkaliphilus oremlandii
Allochromatium vinosum
Alloscardovia omnicolens
Altererythrobacter marensis
Alteromonas macleodii
Alteromonas stellipolaris
Aminobacter aminovorans
Aminobacterium colombiense
Aminomonas paucivorans
Ammonifex degensii
Amphibacillus xylanus
Amycolatopsis azurea
Amycolatopsis halophila
Amycolatopsis japonica
Amycolatopsis keratiniphila
Amycolatopsis mediterranei
Amycolatopsis methanolica
Amycolatopsis orientalis
Amycolatopsis regifaucium
Anabaena variabilis
Anaerobaculum hydrogeniformans
Anaerobaculum mobile
Anaerococcus prevotii
Anaerococcus hydrogenalis
Anaerococcus lactolyticus
Anaerococcus tetradius
Anaerococcus vaginalis
Anaerofustis stercorihominis
Anaerolinea thermophila
Anaeromyxobacter dehalogenans
Anaerostipes caccae
Anaerotruncus colihominis
Aneurinibacillus aneurinilyticus
Anoxybacillus amylolyticus
Aquamicrobium defluvii
Aquifex aeolicus
Aquitalea magnusonii
Arcanobacterium haemolyticum
Archangium gephyra
Arcobacter butzleri
Arcobacter nitrofigilis
Arcobacter thereius
Arenimonas composti
Arenimonas donghaensis
Arenimonas malthae
Arenimonas oryziterrae
Arthrobacter alpinus
Arthrobacter crystallopoietes
Arthrobacter globiformis
Asaia platycodi
Asanoa ferruginea
Asticcacaulis benevestitus
Asticcacaulis excentricus
Atopobium minutum
Atopobium parvulum
Atopobium rimae
Atopobium vaginae
Aurantimonas manganoxydans
Aureimonas altamirensis
Aureimonas ureilytica
Austwickia chelonae
Avibacterium paragallinarum
Azorhizobium caulinodans
Azospirillum brasilense
Azospirillum lipoferum
Azospirillum thiophilum
Azotobacter chroococcum
Azotobacter vinelandii
Bacillus alcalophilus
Bacillus altitudinis
Bacillus amyloliquefaciens
Bacillus anthracis
Bacillus aryabhattai
Bacillus atrophaeus
Bacillus azotoformans
Bacillus badius
Bacillus bataviensis
Bacillus beveridgei
Bacillus boroniphilus
Bacillus butanolivorans
Bacillus cellulosilyticus
Bacillus cereus
Bacillus cibi
Bacillus circulans
Bacillus clausii
Bacillus coagulans
Bacillus endophyticus
Bacillus flexus
Bacillus galactosidilyticus
Bacillus ginsengihumi
Bacillus halodurans
Bacillus hemicellulosilyticus
Bacillus indicus
Bacillus infantis
Bacillus koreensis
Bacillus lehensis
Bacillus licheniformis
Bacillus luciferensis
Bacillus marisflavi
Bacillus marmarensis
Bacillus megaterium
Bacillus methanolicus
Bacillus muralis
Bacillus murimartini
Bacillus mycoides
Bacillus nealsonii
Bacillus oceanisediminis
Bacillus okhensis
Bacillus pseudofirmus
Bacillus pseudomycoides
Bacillus pumilus
Bacillus selenatarsenatis
Bacillus shackletonii
Bacillus siamensis
Bacillus simplex
Bacillus smithii
Bacillus sonorensis
Bacillus subterraneus
Bacillus subtilis
Bacillus thermoamylovorans
Bacillus thuringiensis
Bacillus trypoxylicola
Bacillus vallismortis
Bacillus vietnamensis
Bacillus vireti
Bacteroides caccae
Bacteroides cellulosilyticus
Bacteroides clarus
Bacteroides coprocola
Bacteroides coprophilus
Bacteroides coprosuis
Bacteroides dorei
Bacteroides eggerthii
Bacteroides finegoldii
Bacteroides fluxus
Bacteroides fragilis
Bacteroides graminisolvens
Bacteroides helcogenes
Bacteroides intestinalis
Bacteroides oleiciplenus
Bacteroides ovatus
Bacteroides plebeius
Bacteroides pyogenes
Bacteroides salanitronis
Bacteroides salyersiae
Bacteroides thetaiotaomicron
Bifidobacterium boum
Bacteroides uniformis
Bacteroides vulgatus
Bacteroides xylanisolvens
Barnesiella viscericola
Bartonella alsatica
Bartonella bacilliformis
Bartonella birtlesii
Bartonella bovis
Bartonella henselae
Bartonella koehlerae
Bartonella quintana
Bartonella rochalimae
Bdellovibrio bacteriovorus
Beggiatoa alba
Beijerinckia indica
Belliella baltica
Bellilinea caldifistulae
Bergeyella zoohelcum
Beutenbergia cavernae
Bhargavaea cecembensis
Bibersteinia trehalosi
Bifidobacterium actinocoloniiforme
Bifidobacterium adolescentis
Bifidobacterium angulatum
Bifidobacterium animalis
Bifidobacterium asteroides
Bifidobacterium biavatii
Bifidobacterium bifidum
Bifidobacterium bohemicum
Bifidobacterium bombi
Bifidobacterium breve
Bifidobacterium callitrichos
Bifidobacterium catenulatum
Bifidobacterium choerinum
Bifidobacterium coryneforme
Bifidobacterium cuniculi
Bifidobacterium dentium
Bifidobacterium gallicum
Bifidobacterium gallinarum
Bifidobacterium indicum
Bifidobacterium kashiwanohense
Bifidobacterium longum
Bifidobacterium magnum
Bifidobacterium merycicum
Bifidobacterium minimum
Bifidobacterium mongoliense
Bifidobacterium pseudocatenulatum
Bifidobacterium pseudolongum
Bifidobacterium psychraerophilum
Bifidobacterium pullorum
Bifidobacterium reuteri
Bifidobacterium ruminantium
Bifidobacterium saeculare
Bifidobacterium saguini
Bifidobacterium scardovii
Bifidobacterium stellenboschense
Bifidobacterium stercoris
Bifidobacterium subtile
Bifidobacterium thermacidophilum
Bifidobacterium thermophilum
Bifidobacterium tsurumiense
Bilophila wadsworthia
Bizionia argentinensis
Blastochloris viridis
Blastococcus saxobsidens
Blastopirellula marina
Blautia hansenii
Blautia hydrogenotrophica
Bordetella avium
Bordetella petrii
Bordetella bronchiseptica
Bordetella hinzii
Bordetella holmesii
Bordetella parapertussis
Bordetella pertussis
Bordetella trematum
Borrelia afzelii
Borrelia burgdorferi
Borrelia garinii
Borrelia hermsii
Bosea thiooxidans
Brachybacterium faecium
Brachybacterium muris
Brachybacterium phenoliresistens
Brachyspira murdochii
Bradyrhizobium elkanii
Bradyrhizobium japonicum
Bradyrhizobium jicamae
Bradyrhizobium liaoningense
Bradyrhizobium pachyrhizi
Brevibacillus agri
Brevibacillus brevis
Brevibacillus choshinensis
Brevibacillus formosus
Brevibacillus laterosporus
Brevibacillus panacihumi
Brevibacillus parabrevis
Brevibacillus reuszeri
Brevibacterium casei
Brevibacterium linens
Brevundimonas diminuta
Brevundimonas naejangsanensis
Brevundimonas nasdae
Brevundimonas subvibrioides
Brochothrix campestris
Brochothrix thermosphacta
Brucella suis
Bulleidia extructa
Burkholderia ambifaria
Burkholderia anthina
Burkholderia cenocepacia
Burkholderia cepacia
Burkholderia contaminans
Burkholderia diffusa
Burkholderia dolosa
Burkholderia gladioli
Burkholderia glumae
Burkholderia lata
Burkholderia latens
Burkholderia metallica
Burkholderia multivorans
Burkholderia oklahomensis
Burkholderia plantarii
Burkholderia pseudomallei
Burkholderia seminalis
Burkholderia pyrrocinia
Burkholderia stabilis
Burkholderia thailandensis
Burkholderia ubonensis
Burkholderia vietnamiensis
Buttiauxella agrestis
Buttiauxella brennerae
Buttiauxella ferragutiae
Buttiauxella gaviniae
Buttiauxella noackiae
Butyricicoccus pullicaecorum
Butyrivibrio crossotus
Butyrivibrio proteoclasticus
Caldanaerobacter subterraneus
Caldicellulosiruptor bescii
Caldicellulosiruptor hydrothermalis
Caldicellulosiruptor kristjanssonii
Caldicellulosiruptor kronotskyensis
Caldicellulosiruptor lactoaceticus
Caldicellulosiruptor owensensis
Caldicellulosiruptor saccharolyticus
Caldilinea aerophila
Caldisericum exile
Calditerrivibrio nitroreducens
Caldithrix abyssi
Caloramator australicus
Caloramator mitchellensis
Caminibacter mediatlanticus
Campylobacter coli
Campylobacter concisus
Campylobacter curvus
Campylobacter fetus
Campylobacter gracilis
Campylobacter hominis
Campylobacter hyointestinalis
Campylobacter insulaenigrae
Campylobacter jejuni
Campylobacter lari
Campylobacter mucosalis
Campylobacter rectus
Campylobacter showae
Campylobacter upsaliensis
Campylobacter ureolyticus
Campylobacter volucris
Capnocytophaga canimorsus
Capnocytophaga cynodegmi
Capnocytophaga gingivalis
Capnocytophaga haemolytica
Capnocytophaga ochracea
Capnocytophaga sputigena
Carboxydothermus hydrogenoformans
Cardiobacterium hominis
Cardiobacterium valvarum
Carnobacterium divergens
Carnobacterium inhibens
Carnobacterium maltaromaticum
Caryophanon latum
Caryophanon tenue
Castellaniella defragrans
Catellicoccus marimammalium
Catenibacterium mitsuokai
Catenovulum agarivorans
Catenulispora acidiphila
Caulobacter henricii
Caulobacter segnis
Caulobacter vibrioides
Cedecea davisae
Cedecea neteri
Cellulomonas bogoriensis
Cellulomonas fimi
Cellulomonas flavigena
Cellulophaga algicola
Cellulophaga lytica
Cellulosimicrobium cellulans
Cellulosimicrobium funkei
Cellvibrio japonicus
Cesiribacter andamanensis
Cetobacterium somerae
Chelatococcus daeguensis
Chelatococcus sambhunathii
Chelonobacter oris
Chitinophaga pinensis
Chlamydia trachomatis
Chlamydophila pneumoniae
Chlorobaculum limnaeum
Chlorobaculum parvum
Chlorobium ferrooxidans
Chlorobium limicola
Chlorobium luteolum
Chlorobium phaeovibrioides
Chlorobium tepidum
Chloroflexus aggregans
Chloroflexus aurantiacus
Chondromyces apiculatus
Chondromyces crocatus
Chromobacterium piscinae
Chromobacterium violaceum
Chromohalobacter salexigens
Chryseobacterium antarcticum
Chryseobacterium formosense
Chryseobacterium gleum
Chryseobacterium indologenes
Chryseobacterium jeonii
Chryseobacterium luteum
Chryseobacterium oranimense
Chryseobacterium piperi
Chryseobacterium soli
Chryseobacterium solincola
Chthonomonas calidirosea
Citrobacter amalonaticus
Citrobacter braakii
Citrobacter farmeri
Citrobacter freundii
Citrobacter koseri
Citrobacter rodentium
Citrobacter youngae
Clavibacter michiganensis
Cloacibacillus evryensis
Cloacibacterium normanense
Clostridium aceticum
Clostridium acetobutylicum
Clostridium autoethanogenum
Clostridium baratii
Collimonas arenae
Clostridium butyricum
Clostridium carboxidivorans
Clostridium celatum
Clostridium cellulovorans
Clostridium cylindrosporum
Clostridium homopropionicum
Clostridium intestinale
Clostridium kluyveri
Clostridium ljungdahlii
Clostridium magnum
Clostridium novyi
Clostridium paraputrificum
Clostridium pasteurianum
Clostridium perfringens
Clostridium ragsdalei
Clostridium saccharobutylicum
Clostridium saccharoperbutylacetonicum
Clostridium sartagoforme
Clostridium scatologenes
Clostridium sporogenes
Clostridium sulfidigenes
Clostridium tepidiprofundi
Clostridium tetani
Clostridium tetanomorphum
Clostridium tyrobutyricum
Collimonas fungivorans
Collimonas pratensis
Collinsella aerofaciens
Collinsella intestinalis
Collinsella stercoris
Collinsella tanakaei
Colwellia psychrerythraea
Comamonas aquatica
Comamonas testosteroni
Comamonas thiooxydans
Conexibacter woesei
Congregibacter litoralis
Coprothermobacter proteolyticus
Coraliomargarita akajimensis
Corallococcus coralloides
Coriobacterium glomerans
Corynebacterium accolens
Corynebacterium afermentans
Corynebacterium ammoniagenes
Corynebacterium amycolatum
Corynebacterium argentoratense
Corynebacterium atypicum
Corynebacterium aurimucosum
Corynebacterium callunae
Corynebacterium camporealensis
Corynebacterium casei
Corynebacterium deserti
Corynebacterium diphtheriae
Corynebacterium imitans
Corynebacterium doosanense
Corynebacterium efficiens
Corynebacterium falsenii
Corynebacterium freneyi
Corynebacterium genitalium
Corynebacterium glucuronolyticum
Corynebacterium glutamicum
Corynebacterium halotolerans
Corynebacterium humireducens
Corynebacterium jeikeium
Corynebacterium kroppenstedtii
Corynebacterium kutscheri
Corynebacterium lipophiloflavum
Corynebacterium marinum
Corynebacterium maris
Corynebacterium matruchotii
Corynebacterium minutissimum
Corynebacterium mustelae
Corynebacterium pseudodiphtheriticum
Corynebacterium pseudotuberculosis
Corynebacterium pyruviciproducens
Corynebacterium resistens
Corynebacterium riegelii
Corynebacterium simulans
Corynebacterium singulare
Corynebacterium stationis
Corynebacterium striatum
Corynebacterium terpenotabidum
Corynebacterium testudinoris
Corynebacterium tuberculostearicum
Corynebacterium tuscaniense
Corynebacterium ulcerans
Corynebacterium urealyticum
Devosia geojensis
Corynebacterium ureicelerivorans
Corynebacterium variabile
Corynebacterium vitaeruminis
Corynebacterium xerosis
Cronobacter dublinensis
Cronobacter malonaticus
Cronobacter muytjensii
Cronobacter sakazakii
Cronobacter turicensis
Cryobacterium arcticum
Cryobacterium roopkundense
Cryptobacterium curtum
Cryptosporangium arvum
Cupriavidus basilensis
Cupriavidus gilardii
Cupriavidus metallidurans
Cupriavidus necator
Cupriavidus taiwanensis
Curtobacterium citreum
Curtobacterium flaccumfaciens
Curtobacterium luteum
Cyclobacterium marinum
Cystobacter fuscus
Cystobacter violaceus
Cytophaga hutchinsonii
Dechloromonas denitrificans
Deferribacter desulfuricans
Defluviitoga tunisiensis
Dehalobacter restrictus
Deinococcus deserti
Deinococcus geothermalis
Deinococcus gobiensis
Deinococcus maricopensis
Deinococcus peraridilitoris
Deinococcus proteolyticus
Deinococcus radiodurans
Delftia acidovorans
Delftia tsuruhatensis
Denitrobacterium detoxificans
Denitrovibrio acetiphilus
Dermabacter hominis
Dermacoccus nishinomiyaensis
Desulfarculus baarsii
Desulfatibacillum alkenivorans
Desulfitobacterium dehalogenans
Desulfitobacterium hafniense
Desulfitobacterium metallireducens
Desulfobacca acetoxidans
Desulfobacter postgatei
Desulfobacterium autotrophicum
Desulfobacula toluolica
Desulfobulbus propionicus
Desulfocapsa sulfexigens
Desulfococcus multivorans
Desulfohalobium retbaense
Desulfomicrobium baculatum
Desulfomicrobium orale
Desulfomonile tiedjei
Desulfonatronospira thiodismutans
Desulfosporosinus acidiphilus
Desulfosporosinus meridiei
Desulfosporosinus orientis
Desulfosporosinus youngiae
Desulfotalea psychrophila
Desulfotignum phosphitoxidans
Desulfotomaculum acetoxidans
Desulfotomaculum gibsoniae
Desulfotomaculum hydrothermale
Desulfotomaculum kuznetsovii
Desulfotomaculum nigrificans
Desulfotomaculum ruminis
Desulfovibrio aespoeensis
Desulfovibrio africanus
Desulfovibrio alaskensis
Desulfovibrio alkalitolerans
Desulfovibrio desulfuricans
Desulfovibrio fructosivorans
Desulfovibrio gigas
Desulfovibrio hydrothermalis
Desulfovibrio magneticus
Desulfovibrio piezophilus
Desulfovibrio piger
Desulfovibrio salexigens
Desulfovibrio vulgaris
Desulfurella acetivorans
Desulfuribacillus alkaliarsenatis
Desulfurispirillum indicum
Desulfurivibrio alkaliphilus
Desulfurobacterium thermolithotrophum
Desulfuromonas acetoxidans
Dethiobacter alkaliphilus
Dethiosulfovibrio peptidovorans
Devosia chinhatensis
Devosia insulae
Devosia limi
Devosia psychrophila
Devosia riboflavina
Devosia soli
Dialister invisus
Dialister micraerophilus
Dialister pneumosintes
Dichelobacter nodosus
Dickeya chrysanthemi
Dickeya dadantii
Dickeya paradisiaca
Dickeya zeae
Dictyoglomus thermophilum
Dictyoglomus turgidum
Dietzia alimentaria
Dietzia cinnamea
Dietzia maris
Dinoroseobacter shibae
Dokdonella koreensis
Dokdonia donghaensis
Dorea formicigenerans
Dorea longicatena
Dyadobacter fermentans
Dyella japonica
Dyella thiooxydans
Dysgonomonas gadei
Dysgonomonas mossii
Echinicola vietnamensis
Edwardsiella hoshinae
Edwardsiella ictaluri
Edwardsiella tarda
Eggerthella lenta
Eggerthia catenaformis
Eikenella corrodens
Elizabethkingia meningoseptica
Elizabethkingia miricola
Emticicia oligotrophica
Endozoicomonas elysicola
Enhygromyxa salina
Ensifer adhaerens
Enterobacter aerogenes
Enterobacter asburiae
Enterobacter cloacae
Enterobacter hormaechei
Enterobacter ludwigii
Enterococcus asini
Enterococcus avium
Enterococcus caccae
Enterococcus casseliflavus
Enterococcus cecorum
Enterococcus columbae
Enterococcus dispar
Enterococcus durans
Enterococcus faecalis
Enterococcus faecium
Enterococcus gallinarum
Enterococcus gilvus
Enterococcus haemoperoxidus
Enterococcus hirae
Enterococcus italicus
Enterococcus malodoratus
Enterococcus moraviensis
Enterococcus mundtii
Enterococcus pallens
Enterococcus phoeniculicola
Enterococcus quebecensis
Enterococcus raffinosus
Enterococcus saccharolyticus
Enterococcus silesiacus
Enterococcus sulfureus
Enterococcus termitis
Enterococcus thailandicus
Enterococcus ureasiticus
Enterococcus villorum
Enterorhabdus caecimuris
Enterovibrio coralii
Epilithonimonas lactis
Eremococcus coleocola
Erwinia amylovora
Erwinia billingiae
Erwinia pyrifoliae
Erwinia tasmaniensis
Erwinia tracheiphila
Erysipelothrix rhusiopathiae
Erythrobacter litoralis
Erythrobacter longus
Escherichia albertii
Escherichia coli
Escherichia fergusonii
Ethanoligenens harbinense
Eubacterium brachy
Eubacterium limosum
Eubacterium nodatum
Eubacterium ramulus
Eubacterium ventriosum
Ewingella americana
Exiguobacterium antarcticum
Exiguobacterium mexicanum
Exiguobacterium sibiricum
Exiguobacterium undae
Faecalibacterium prausnitzii
Ferrimicrobium acidiphilum
Ferrimonas balearica
Fervidicola ferrireducens
Fervidobacterium islandicum
Fervidobacterium nodosum
Fervidobacterium pennivorans
Fibrella aestuarina
Fibrisoma limi
Gordonia terrae
Flavobacterium aquatile
Flavobacterium aquidurense
Flavobacterium columnare
Flavobacterium daejeonense
Flavobacterium frigoris
Flavobacterium fryxellicola
Flavobacterium hibernum
Flavobacterium hydatis
Flavobacterium indicum
Flavobacterium johnsoniae
Flavobacterium psychrophilum
Flavobacterium reichenbachii
Flavobacterium rivuli
Flavobacterium saliperosum
Flavobacterium subsaxonicum
Flavobacterium succinicans
Flavobacterium suncheonense
Flavonifractor plautii
Flexibacter litoralis
Flexistipes sinusarabici
Fluoribacter bozemanae
Fluoribacter dumoffii
Fluoribacter gormanii
Fluviicola taffensis
Formosa agariphila
Francisella hispaniensis
Francisella noatunensis
Francisella philomiragia
Francisella tularensis
Frateuria aurantia
Fructobacillus fructosus
Fulvimarina pelagi
Fusobacterium equinum
Fusobacterium mortiferum
Fusobacterium necrophorum
Fusobacterium nucleatum
Fusobacterium periodonticum
Fusobacterium ulcerans
Fusobacterium varium
Gallibacterium anatis
Gardnerella vaginalis
Gelidibacter algens
Gemella haemolysans
Gemella morbillorum
Gemmatimonas aurantiaca
Geoalkalibacter ferrihydriticus
Geoalkalibacter subterraneus
Geobacillus caldoxylosilyticus
Geobacillus kaustophilus
Geobacillus subterraneus
Geobacillus thermodenitrificans
Geobacillus thermoglucosidasius
Geobacillus thermoleovorans
Geobacter bemidjiensis
Geobacter daltonii
Geobacter lovleyi
Geobacter metallireducens
Geobacter pickeringii
Geobacter sulfurreducens
Geodermatophilus obscurus
Gillisia limnaea
Glaciecola pallidula
Glaciecola punicea
Gloeobacter violaceus
Gluconacetobacter diazotrophicus
Gluconobacter frateurii
Gluconobacter oxydans
Gordonia aichiensis
Gordonia alkanivorans
Gordonia amarae
Gordonia amicalis
Gordonia araii
Gordonia bronchialis
Gordonia effusa
Gordonia hirsuta
Gordonia jacobaea
Gordonia malaquae
Gordonia namibiensis
Gordonia otitidis
Gordonia paraffinivorans
Gordonia polyisoprenivorans
Gordonia rhizosphera
Gordonia rubripertincta
Gordonia sihwensis
Gordonia soli
Gordonia sputi
Gordonibacter pamelaeae
Gracilibacillus boraciitolerans
Granulibacter bethesdensis
Granulicatella adiacens
Grimontia hollisae
Haemophilus ducreyi
Haemophilus influenzae
Haemophilus parahaemolyticus
Haemophilus parainfluenzae
Haemophilus paraphrohaemolyticus
Haemophilus parasuis
Haemophilus pittmaniae
Haemophilus sputorum
Hafnia alvei
Hafnia paralvei
Halanaerobium praevalens
Halanaerobium saccharolyticum
Haliangium ochraceum
Haliscomenobacter hydrossis
Halobacillus dabanensis
Halobacillus halophilus
Halobacillus karajensis
Halobacillus trueperi
Halobacteroides halobius
Halomonas anticariensis
Halomonas boliviensis
Halomonas campaniensis
Halomonas elongata
Halomonas hydrothermalis
Halomonas titanicae
Haloplasma contractile
Halorhodospira halochloris
Halorhodospira halophila
Halotalea alkalilenta
Halothiobacillus neapolitanus
Helcococcus kunzii
Helicobacter cinaedi
Helicobacter fennelliae
Helicobacter heilmannii
Helicobacter hepaticus
Helicobacter muridarum
Helicobacter pullorum
Helicobacter pylori
Kingella kingae
Helicobacter suis
Heliobacterium modesticaldum
Herbaspirillum frisingense
Herbaspirillum hiltneri
Herbaspirillum rubrisubalbicans
Herbaspirillum seropedicae
Herminiimonas arsenicoxydans
Herpetosiphon aurantiacus
Hippea maritima
Hirschia baltica
Hoeflea phototrophica
Holdemania filiformis
Hyalangium minutum
Hydrocarboniphaga effusa
Hydrogenobacter thermophilus
Hydrogenophaga intermedia
Hylemonella gracilis
Hyphomicrobium denitrificans
Hyphomicrobium sulfonivorans
Hyphomonas hirschiana
Hyphomonas jannaschiana
Hyphomonas neptunium
